id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mood
1FunUekKzZ9Mgt3BMYCrfF,0.201,0.077,134.087,0.033,0.899,0.00163,0.537,202400,-12.948,0.196,Sad
1FXlhqcYaiw6KuUYtXdtAi,0.456,0.07,126,0.0339,0.000455,0.882,0.689,232981,-12.307,0.238,Happy
1GELM6kROxHwFJDJdp7qqy,0.758,0.152,117.82,0.221,0.00616,0,0.79,152526,-4.286,0.79,Happy
1gIZhNdfbkGJ2iyOZJmW9O,0.0604,0.111,113.98,0.0332,0.988,0.869,0.549,151400,-23.059,0.113,Calm
1gStng1TuTLt0SaISWL14r,0.728,0.0777,188.701,0.0433,0.415,0,0.405,205093,-4.76,0.342,Happy
1gv4xPanImH17bKZ9rOveR,0.709,0.0289,122.019,0.0839,0.0048,0,0.7,202960,-5.006,0.625,Happy
1GvBcoKn7J7swaqVPcowan,0.139,0.0863,70.073,0.0313,0.826,0.867,0.329,96000,-23.53,0.0375,Calm
1GwaCX84BPG0GRoC0zIa9P,0.146,0.0957,73.963,0.0373,0.893,0.725,0.248,94648,-21.551,0.0353,Calm
1HdIqEOl9MxoJNsz33VOvW,0.167,0.126,169.636,0.0291,0.768,0.164,0.19,209093,-11.298,0.0491,Sad
1hmV2cFt3tJfvOc9zwzytY,0.711,0.116,74.989,0.126,0.439,0,0.741,166400,-9.359,0.801,Happy
1HOMkjp0nHMaTnfAkslCQj,0.7,0.0318,147.245,0.0363,0.0589,0.00125,0.586,295400,-9.558,0.897,Happy
1HTYYXCKpMWiHRd7qIb6ui,0.0987,0.714,106.205,0.0444,0.995,0.86,0.31,174013,-25.408,0.0558,Calm
1hy6Dic0L5SU1XqjhYY1TR,0.929,0.0931,137.996,0.037,0.0499,1.70E-06,0.556,188893,-3.659,0.842,Happy
1IB1GFSTgmeecjscmAJ0lW,0.835,0.126,128.106,0.0584,0.21,1.49E-06,0.584,161048,-3.663,0.371,Happy
1igVdCr2mrzwu2lHxUbJWn,0.546,0.359,115.995,0.0362,0.000708,0.777,0.376,331179,-12.678,0.305,Sad
1iRlSxYYKp4T7TAgqt5jT4,0.754,0.445,123.98,0.0309,0.00828,0.0198,0.693,229920,-7.57,0.432,Happy
1iTzI4NSQNLIETWDJ1WNWi,0.875,0.0957,169.806,0.0975,4.24E-05,0.00103,0.15,256360,-7.27,0.156,Energetic
1J1wnDwBjkFvDVOxNOLVjY,0.955,0.0809,123.978,0.113,0.0957,0.00621,0.686,125161,-3.665,0.447,Energetic
1j45uvYWACNGDZ0jmKSTuP,0.345,0.091,117.683,0.0295,0.716,0.921,0.621,216607,-12.106,0.113,Calm
1j56M8iOGH48yuKqj64qGK,0.591,0.107,137.864,0.0316,0.319,0.766,0.445,216038,-9.004,0.0774,Sad
1JDMO4EVPHtm0xXhJb2IjR,0.477,0.122,150.396,0.0492,0.61,0.00188,0.588,251626,-12.71,0.488,Sad
1JO1xLtVc8mWhIoE3YaCL0,0.367,0.0818,120.175,0.0328,0.55,1.38E-05,0.584,176293,-9.638,0.588,Happy
1ka6WYQznjjKZkKYikONiM,0.0472,0.114,71.918,0.046,0.912,0.85,0.134,109714,-29.955,0.0723,Calm
1kAkUHFb7ryeVkVSRD6Nkj,0.304,0.143,139.965,0.111,0.747,6.13E-05,0.732,140571,-13.086,0.185,Sad
1kdiiFGX1Htx0aVZYaDwEJ,0.926,0.081,162.103,0.14,0.000725,4.83E-06,0.212,348386,-3.378,0.262,Energetic
1kFu2TuUmsARXGYc2eYXiC,0.585,0.161,121.999,0.0308,0.00116,0.895,0.692,173320,-6.456,0.667,Energetic
1ko2lVN0vKGUl9zrU0qSlT,0.488,0.0763,95.771,0.0803,0.576,0.0609,0.803,237106,-9.303,0.624,Happy
1LbwMX3159t6QxG3u7DRWe,0.886,0.334,124.013,0.0483,0.00111,0.000129,0.65,169720,-4.821,0.88,Energetic
1LMVGL3030W3mGmRrd2hCm,0.935,0.195,95.97,0.0506,0.00259,0.000221,0.607,252400,-2.918,0.51,Energetic
1LomCMl5wD3MPVlC6smUHe,0.789,0.368,122.032,0.0273,0.0011,0.828,0.604,275226,-6.259,0.348,Sad
1Lq9ieTRd9TtXXBh5y63E6,0.56,0.327,98.015,0.0667,0.336,0.0857,0.665,250373,-7.301,0.414,Sad
1LuMGOFh3gxyeZVERdgYnt,0.765,0.0952,113.009,0.0358,0.262,0.901,0.761,261285,-7.075,0.577,Energetic
1mc5ECVjhFQUMzdsvX9gwf,0.337,0.0764,93.64,0.0338,0.895,0.713,0.272,225233,-13.724,0.0374,Sad
1msfqzqHggvi1mlCT4Z7O5,0.394,0.0988,81.988,0.0641,0.513,0.00155,0.416,237008,-9.269,0.131,Energetic
1MwGbyzRmPXWABLIdW8tzG,0.669,0.166,90.995,0.0395,0.000158,0.423,0.387,223573,-11.187,0.414,Sad
1NL0JUs4xMzZwh5vrEJnPG,0.451,0.109,137.66,0.0635,0.841,0.929,0.69,199104,-11.872,0.877,Calm
1nUqrf8MMTeEhPQQpXHS11,0.87,0.118,96.006,0.189,0.0876,1.36E-06,0.565,194907,-5.299,0.363,Energetic
1NyFRrFiJAJIaR6icj1goI,0.256,0.088,76.361,0.0449,0.842,2.38E-06,0.592,238532,-14.031,0.103,Sad
1OArWxrw689jZXaJzSErbh,0.0792,0.0888,145.293,0.0329,0.973,0.104,0.321,255358,-17.737,0.106,Sad
1OdpIb0nzhDcqwkiYp0O1u,0.475,0.12,103.955,0.0294,0.726,0.786,0.642,290093,-11.404,0.453,Sad
1OdYu7mDO94ydUvfZPaPvP,0.4,0.109,81.974,0.0618,0.393,0.000718,0.714,121250,-8.264,0.318,Sad
1OgRBv3J0mxawWAMKE1dOd,0.865,0.141,148.013,0.0365,0.000583,0,0.42,243593,-5.502,0.341,Energetic
1orD9IAKp9MotxkDEhl6Mr,0.514,0.0605,114.06,0.0295,0.255,0.0471,0.814,141267,-11.571,0.787,Happy
1OvDGGu8KDbchlJTlM48Mr,0.895,0.147,98.128,0.0522,0.000132,0.107,0.544,176946,-6.207,0.875,Energetic
1PiKcVhlmHPvL7IPjx9dJk,0.319,0.125,74.109,0.0718,0.618,1.70E-06,0.636,280800,-10.065,0.378,Sad
1PkYyUW957EtXNL8h7O8h1,0.0419,0.0964,65.9,0.0366,0.892,0.926,0.264,96000,-24.491,0.105,Calm
1PLMK1ui86iHHG3FM1N7ue,0.884,0.0478,107.96,0.0448,0.000254,0.000347,0.516,336113,-3.706,0.448,Energetic
1pqOdQkmYdM7AUM1q3L1mN,0.628,0.193,125.043,0.0752,0.0358,0.00898,0.612,228155,-6.754,0.434,Energetic
1q3AoLCoawd8Gpm9wP7sHi,0.421,0.0967,107.011,0.0583,0.321,9.34E-05,0.941,189813,-7.918,0.787,Sad
1Q8reqCOXg2yqNr47HGo9X,0.847,0.25,173.914,0.0348,5.12E-06,0.0208,0.323,98400,-4.716,0.859,Happy
1qDrWA6lyx8cLECdZE7TV7,0.521,0.0989,129.059,0.0371,0.548,0.000115,0.865,244884,-6.932,0.748,Happy
1Qf07UNBIu1XolBnl7XTi8,0.96,0.366,128.019,0.0465,0.0125,0.687,0.614,161992,-5.081,0.0392,Energetic
1qlVrqeX158nz91Z72lzaa,0.0499,0.135,67.11,0.0407,0.989,0.943,0.356,182000,-24.949,0.153,Calm
1QmdL4qnNkm8FDuseRMf21,0.0846,0.0909,164.732,0.0535,0.996,0.901,0.306,223500,-27.607,0.118,Calm
1QTixxvaGxwe6GF8PBwAve,0.496,0.0895,138.61,0.0275,0.0244,7.24E-06,0.515,247000,-8.018,0.442,Happy
1qUaWLUot3Iik95S09cdSZ,0.352,0.106,82.943,0.0354,0.351,0.74,0.512,157930,-9.093,0.275,Sad
1qv9TWDpXh50DPLgWD4bnH,0.808,0.141,131.377,0.0262,0.0973,0,0.635,218466,-5.026,0.726,Happy
1QZFn6QUNHfCp8s06C91hw,0.913,0.0671,145.522,0.074,0.000189,0.00142,0.462,252107,-4.298,0.72,Energetic
1qzOcN3cn0WHiPOQRWnu3w,0.507,0.102,109.121,0.0285,0.758,0.237,0.507,158981,-13.305,0.179,Energetic
1r7rNbAcw17mhrap3ofjSb,0.599,0.0909,89.932,0.0934,0.0079,0,0.507,177778,-7.074,0.516,Happy
1rfofaqEpACxVEHIZBJe6W,0.523,0.132,104.988,0.03,0.184,3.56E-05,0.765,217307,-4.333,0.394,Happy
1rIKgCH4H52lrvDcz50hS8,0.712,0.211,98.023,0.046,0.132,0,0.694,201122,-3.923,0.799,Happy
1rJ1xX2XBC8nesYapeO6Av,0.877,0.112,108.501,0.156,0.0108,0.000643,0.45,166706,-6.676,0.663,Energetic
1RMXNaUZ8AdmANVYyNjNum,0.538,0.104,123.979,0.0397,0.0305,0.651,0.727,264293,-9.032,0.6,Energetic
1rSo624QuuCteNxAzsU3SV,0.943,0.317,140.042,0.0512,0.0056,0.000587,0.532,294800,-4.549,0.371,Energetic
1RvDsjCBDTES3lPiEGNNMY,0.793,0.22,127.139,0.0677,0.000877,0.431,0.349,197189,-6.748,0.0398,Energetic
1smXxNGuz40eZi5LX8pmI1,0.683,0.0667,93.998,0.0557,0.299,0.964,0.632,256731,-9.513,0.0409,Energetic
1sPC2IR2UwzYUrItFRE1H3,0.327,0.0966,109.99,0.0342,0.95,0.96,0.597,198545,-15.743,0.0399,Calm
1SSAvErVyid5OXzmtGZKkg,0.86,0.197,121.991,0.0345,0.00152,0.894,0.664,158483,-4.505,0.249,Happy
1sVIrkPZob1Ul6aIqy8n8z,0.226,0.111,139.921,0.0368,0.848,0.942,0.234,228000,-15.991,0.0388,Calm
1SZN00cfG8T8UxDmJeqjuv,0.924,0.117,134.975,0.0703,0.0668,0,0.607,198827,-5.684,0.778,Happy
1TGCzulTWEOwqpp77eD6CD,0.486,0.0753,123.981,0.1,0.000632,0.534,0.811,418117,-10.434,0.947,Energetic
1TQXIltqoZ5XXyfCbAeSQQ,0.327,0.103,74.953,0.029,0.761,2.96E-05,0.629,197732,-8.285,0.381,Sad
1TSpCeUusXyZ7FiaDuy3x1,0.0544,0.106,74.883,0.0408,0.969,0.915,0.353,139050,-22.657,0.158,Calm
1uBYrPtYmZ8cm3OYVBvSjk,0.39,0.0489,118.02,0.0976,0.071,0.747,0.881,440119,-10.675,0.607,Energetic
1uGXhKyK50NIXNqBKN73DS,0.705,0.177,119.986,0.0345,0.00891,0.16,0.71,207301,-7.417,0.34,Happy
1UmFRZU3taMGZApPhK32mc,0.177,0.134,99.101,0.0311,0.985,0.000353,0.648,228546,-13.474,0.236,Sad
1UmLoPCg5kLMm3ROuHrZey,0.515,0.102,127.001,0.0646,0.159,0.769,0.755,478183,-11.413,0.27,Energetic
1uu52K2fxY7Hl4LQ8AtTyY,0.0853,0.108,96.646,0.0324,0.984,0.918,0.56,177224,-15.918,0.113,Calm
1UuovFMJZO3lThwwVBafbN,0.0604,0.141,79.958,0.0324,0.973,0.494,0.515,72000,-23.755,0.175,Calm
1uVk6S6Fpkrmji0iTpgKEC,0.121,0.0871,132.244,0.0335,0.972,0.0322,0.367,149773,-13.778,0.0926,Sad
1V17xHHZgIgZ6H14rinHdi,0.882,0.0542,120.008,0.0311,0.0938,0.912,0.6,328040,-8.394,0.347,Happy
1v3Ozpbcx2B926aVW0UuXk,0.626,0.183,82.488,0.0805,0.125,0,0.731,173640,-6.919,0.862,Happy
1vcxF91pWs9uNwDROuiCPB,0.932,0.425,112.49,0.0485,0.00154,0.000142,0.554,242280,-3.424,0.478,Energetic
1Vej0qeQ3ioKwpI6FUbRv1,0.939,0.623,150.184,0.113,0.00022,0,0.524,184866,-3.994,0.661,Energetic
1vNfYCzcCJz0FY7MVVA9lM,0.126,0.109,92.441,0.0306,0.956,0.0153,0.552,242000,-18.014,0.439,Sad
1vxw6aYJls2oq3gW0DujAo,0.587,0.105,111.97,0.0336,0.0505,0.00714,0.855,177466,-4.589,0.64,Happy
1wHkIswzW9zGCOLDBYbHFL,0.824,0.158,126.023,0.0538,0.0578,8.56E-06,0.696,240383,-5.67,0.667,Energetic
1wHSxWBfPr3GO31y8KGrWe,0.262,0.832,122.883,0.0414,0.735,0.0114,0.481,334743,-15.73,0.375,Sad
1WkMMavIMc4JZ8cfMmxHkI,0.832,0.0968,113.035,0.0682,0.0106,0,0.669,237547,-5.72,0.7,Happy
1wLQwg0mloy3yXjL0jPE0N,0.892,0.751,136.133,0.0786,3.31E-05,0.0948,0.365,323373,-8.036,0.176,Energetic
1WR8eDyLw7uW5KDv7Sr50h,0.503,0.0662,101.05,0.109,0.344,0,0.79,252524,-11.169,0.881,Happy
1wsnCfewxZlCs7cJxkaMZM,0.843,0.362,97.691,0.272,0.0102,0.104,0.474,274282,-5.909,0.433,Energetic
1XczdQt6RKNkEQfPqUsi3q,0.427,0.058,187.212,0.0449,0.113,0.0923,0.189,306600,-9.08,0.158,Sad
1xHcapGIorRGVlBnWE7X4N,0.962,0.0906,94.003,0.0704,0.000233,0.109,0.463,231573,-6.43,0.66,Energetic
1XtkmIXg2o5SqOrNI8Szvk,0.25,0.0882,153.045,0.0339,0.474,0.893,0.261,165268,-18.526,0.0827,Calm
1XZrMIHtCVJPqK29Mzm44G,0.847,0.0844,106.055,0.0383,0.00236,1.16E-06,0.537,221826,-5.208,0.459,Energetic
1yERtbTiF9fKGxaelyLJOA,0.332,0.15,125.894,0.0295,0.639,0,0.615,183173,-10.161,0.515,Sad
1yJXNOEP2bq1N1691n37oS,0.157,0.112,111.966,0.0322,0.985,0.792,0.609,144434,-15.792,0.0698,Calm
1YrC8s6yZWw23QxW6rfM9f,0.783,0.0803,99.992,0.0444,0.232,0.00886,0.818,162267,-6.534,0.819,Happy
1ytTeSRAU6IRo2itVDwtPv,0.43,0.129,91.841,0.0369,0.0102,0.000141,0.515,238640,-9.935,0.104,Sad
1YyHm1dSJ2JBK0QK769Z82,0.915,0.0964,130.013,0.0411,0.2,0.00332,0.621,221722,-5.224,0.818,Happy
1z6WtY7X4HQJvzxC4UgkSf,0.748,0.604,94.1,0.0887,0.0849,0,0.652,267413,-5.242,0.652,Happy
1z7GhYG0KqAmebdLfuoYho,0.177,0.135,94.994,0.0312,0.84,0.817,0.516,160105,-20.473,0.132,Calm
1Zc8dko3vYapJnJ6nBH7tt,0.359,0.123,63.192,0.0333,0.172,0.86,0.354,1078875,-7.689,0.0732,Calm
1zdLuu3rZH2VG4dvJ7dniW,0.524,0.0886,115.017,0.0475,0.551,0.815,0.734,242639,-9.481,0.198,Energetic
1ZekzmhuM380sFcUZePjmL,0.463,0.183,76.98,0.035,0.0204,0.653,0.612,328026,-7.653,0.17,Sad
1ziqGVefdg2e0FmgCsZP0i,0.175,0.0982,142.857,0.0451,0.868,0.857,0.15,128451,-23.606,0.102,Calm
1ZMiCix7XSAbfAJlEZWMCp,0.267,0.089,110.011,0.0299,0.839,1.46E-06,0.567,240133,-6.502,0.0592,Sad
20CNpCKq1oTdvekXaboyeq,0.763,0.359,136.205,0.0341,0.00126,6.75E-05,0.526,215160,-12.663,0.514,Happy
20j7B6mL9gnNvG3ic6Vwh5,0.931,0.412,135.826,0.0612,0.00126,0.00881,0.459,200693,-5.024,0.419,Energetic
20KQjkNa6cZE8Mu5j6dSSS,0.681,0.0794,123.986,0.0317,0.0109,0.883,0.619,327097,-10.211,0.112,Energetic
2106G7MY2XnVyqij2bJVGH,0.836,0.485,130.027,0.038,0.00892,0.000598,0.507,169384,-4.357,0.333,Energetic
213x4gsFDm04hSqIUkg88w,0.924,0.084,100.045,0.146,0.0841,3.59E-06,0.631,192280,-5.589,0.755,Happy
2153LlVtgMJwSRdcLop21z,0.802,0.18,92.984,0.0566,0.0184,0.902,0.704,201290,-6.666,0.198,Energetic
21uey4kQ7dai4fGgGNLGcn,0.905,0.224,123.517,0.0636,0.0124,0.000265,0.839,455577,-4.879,0.849,Happy
21UkknmSYISvDaQbaMIOgq,0.0311,0.131,97.622,0.0355,0.995,0.92,0.342,225829,-26.999,0.0634,Calm
229MM2St7SnW43nT8ADlG8,0.957,0.266,95.046,0.0455,8.05E-05,0.758,0.534,156631,-4.025,0.52,Happy
22KKy6ftT0i4nyGNCbwc1B,0.122,0.167,70.263,0.0373,0.937,0.905,0.319,118321,-16.69,0.214,Calm
2374M0fQpWi3dLnB54qaLX,0.373,0.0481,92.717,0.0323,0.257,7.95E-05,0.671,295893,-18.064,0.732,Happy
23rqBG7JfLr8TUXuuCGhma,0.0551,0.125,87.327,0.038,0.937,0.855,0.222,102857,-24.982,0.0377,Calm
23XlKw4XQXL4ZcYU3T2CHy,0.0669,0.0629,64.645,0.0408,0.855,0.904,0.231,92055,-28.672,0.0423,Calm
24CJS73HBvYtVguUZBnyAn,0.197,0.214,132.106,0.0298,0.97,0.916,0.491,183181,-19.261,0.216,Calm
24fghf9YPlSHoWKNHign8p,0.784,0.155,128.052,0.0417,0.0071,0.000257,0.501,225937,-4.292,0.216,Energetic
24fXShNbufmThxBTWWPfO1,0.847,0.336,97.974,0.0385,0.0462,0,0.544,184133,-4.794,0.168,Happy
24nzNJqqphaHKU2CfwomRp,0.576,0.096,155.214,0.0349,0.0197,0.526,0.26,487639,-8.789,0.388,Calm
24PDuLZfLOKtAgh4axr36e,0.163,0.114,125.088,0.0361,0.58,0.908,0.449,218880,-16.409,0.0501,Calm
24Q3JyGSmQNM1XiXyZcshq,0.176,0.0739,70.262,0.0359,0.944,0.809,0.156,87887,-22.964,0.127,Calm
25FTMokYEbEWHEdss5JLZS,0.85,0.174,94.661,0.0495,0.346,0.000233,0.625,241666,-3.904,0.633,Happy
261QAU5PAmYYv0KPr0vc49,0.677,0.0646,150.125,0.0554,0.000855,0.000247,0.696,199773,-4.178,0.551,Energetic
265poZGWCyWo6h5tq7kiA6,0.771,0.274,168.154,0.0422,0.000874,8.98E-06,0.376,185358,-5.8,0.419,Happy
26AYR77170U49cMcXB7aRV,0.962,0.529,173.143,0.0917,0.103,0,0.411,172645,-5.952,0.622,Energetic
26D1PRJjD9Jj1JGRk88KVc,0.656,0.0631,123.207,0.0381,0.00174,0,0.678,257053,-6.41,0.485,Energetic
26uvmHRLvY2VWgcH8I4lS2,0.129,0.0767,140.158,0.0338,0.99,0.934,0.411,102857,-21.368,0.205,Calm
274tSPavv09i163nBnYrCU,0.83,0.29,95.004,0.0652,0.129,0,0.64,195173,-5.43,0.62,Energetic
278h48eyiWbXhrgb5VtclT,0.696,0.129,119.999,0.0329,0.851,0.901,0.505,635000,-8.214,0.43,Calm
27BMhzmPptTnpra962NgQh,0.957,0.0763,138.073,0.0892,0.0565,0.841,0.643,217391,-5.026,0.281,Happy
27O9FuS1UIm6ZyLplgLQAH,0.9,0.339,184.256,0.0922,0.000702,0,0.296,209626,-4.918,0.286,Energetic
27YP211Rr8RezhiFVDLFI8,0.887,0.562,128.015,0.141,0.00731,0,0.507,247504,-4.084,0.336,Energetic
287rRN24HNx4pNs0rwNQt8,0.489,0.106,92.992,0.0353,0.716,0.743,0.568,230342,-11.22,0.0387,Energetic
288oxP29Qe5FikFIc1b1Gd,0.0755,0.184,71.23,0.051,0.991,0.897,0.157,228622,-23.545,0.119,Calm
28IEbk5a7twNTbUEvWslUb,0.939,0.233,106.031,0.0456,0.157,0,0.644,208107,-3.486,0.861,Energetic
28nLvoHu6NbkHNPmoxR8uD,0.137,0.101,118.715,0.043,0.986,0.928,0.467,120536,-23.087,0.0687,Calm
29EkMZmUNz1WsuzaMtVo1i,0.948,0.376,103.183,0.0356,0.00225,0,0.535,173680,-4.19,0.778,Energetic
29IRVQao62okE22TDamSnm,0.915,0.184,112.642,0.0682,0.000229,0,0.367,264293,-5.453,0.215,Energetic
29pQasEiyy3Otgq55dzyTt,0.882,0.0641,125.043,0.0596,0.0122,2.09E-06,0.563,181147,-4.755,0.296,Energetic
2Altc136d7c4gZwdiUgk58,0.199,0.131,73.606,0.0336,0.765,0.883,0.128,116757,-20.768,0.0453,Calm
2aoxz8c3bHyDrZBhTKnTXh,0.0706,0.1,102.507,0.0441,0.991,0.931,0.35,453804,-24.271,0.0877,Calm
2bbhyUWJ5VjdfI3P4PRLu2,0.193,0.113,89.154,0.0421,0.862,9.74E-06,0.49,189335,-9.544,0.184,Sad
2bGhBaA2pJsKLOgwUQfhdH,0.0537,0.109,75.001,0.0382,0.74,0.736,0.12,88767,-30.992,0.0377,Calm
2bo6ZMPnFkWCd0VRTMwbcs,0.00656,0.119,68.17,0.0427,0.994,0.888,0.365,235813,-21.678,0.0809,Calm
2BRtJnsP6lHRouBThr1wUf,0.179,0.0892,128.165,0.0351,0.935,0.859,0.214,98028,-19.328,0.0392,Calm
2Bwta0kTrDd4Gss0IoNzxh,0.121,0.0965,72.272,0.0452,0.954,0.953,0.176,114930,-24.366,0.0499,Calm
2cQGtXBC1JrANk7o4rESD0,0.000871,0.118,71.323,0.193,0.995,0.969,0.535,66667,-36.857,0,Calm
2cRD4yq8e8wd6PxS0zhuW3,0.0181,0.104,86.533,0.0552,0.995,0.881,0.378,146125,-31.001,0.16,Calm
2d0UsAbvuAiCyR4oV6fiOq,0.923,0.385,127.789,0.131,0.00814,0.000829,0.34,245783,-3.864,0.13,Energetic
2dlEdDEmuQsrcXaAL3Znzi,0.569,0.046,167.202,0.0552,0.261,0.308,0.737,190707,-6.702,0.912,Happy
2DlHlPMa4M17kufBvI2lEN,0.934,0.132,127.288,0.12,0.000278,0.0015,0.419,210240,-3.908,0.286,Energetic
2dqq3YMX6nlJKXhrjY5W4J,0.526,0.0856,138.978,0.0307,0.524,0.00557,0.47,208613,-10.987,0.257,Sad
2dVvMXDWBY0U7VjCjOjVH9,0.39,0.0802,99.997,0.0301,0.948,0.966,0.567,268800,-13.701,0.133,Calm
2DX0WG5OGLQLaXb41Cq1IA,0.631,0.159,123.286,0.0398,0.0346,0,0.704,295667,-12.299,0.793,Happy
2Dz8KeCYs9awlwUJStJlmh,0.791,0.157,102.071,0.124,0.0384,0,0.72,175427,-4.689,0.756,Happy
2ENH05Q7PkilEF6WujXNjG,0.289,0.153,137.926,0.0307,0.965,0.913,0.502,160788,-17.378,0.156,Calm
2F4iGuSSSRWpYCeWN4SoRr,0.179,0.102,80.993,0.0853,0.993,0.965,0.79,171283,-25.43,0.562,Calm
2F6FfZ4w8z3eJpSxPotVO5,0.769,0.271,104.102,0.041,0.00014,0.00124,0.468,270920,-7.036,0.17,Energetic
2fgMzSoDaPrU4EYsrkAwVn,0.523,0.0933,100.597,0.0285,0.155,0.0934,0.284,263373,-6.512,0.0697,Sad
2Fgo49RzWsVWKcwAksPWq8,0.867,0.0975,132.106,0.0659,0.00138,0.00064,0.526,218200,-4.332,0.12,Energetic
2fk2gnHDjUELw7czKF7oj6,0.464,0.132,101.32,0.0288,0.00918,0.332,0.252,394893,-10.34,0.155,Calm
2Foc5Q5nqNiosCNqttzHof,0.811,0.101,116.047,0.038,0.0426,1.07E-06,0.794,248413,-8.966,0.862,Happy
2G7cxwbFSMneFgTMdnvICw,0.967,0.317,194.982,0.0566,3.44E-05,3.44E-05,0.368,205706,-3.464,0.537,Energetic
2GdXVqIRleFYKJAiikfI4v,0.616,0.104,120.078,0.0389,0.0823,0.786,0.591,134671,-11.019,0.0936,Energetic
2gFBh7NnEfSeBoZZDB5d2C,0.179,0.12,80.747,0.0402,0.917,1.73E-05,0.463,199920,-14.852,0.183,Sad
2GgmYWk2zlMNnfyNY1hz23,0.0936,0.0936,73.925,0.0397,0.862,0.785,0.148,103333,-28.659,0.0361,Calm
2GkPTpFLY0NG8jrAHPoSnn,0.794,0.1,127.957,0.0765,0.00297,1.34E-05,0.655,182812,-5.29,0.389,Happy
2gMXnyrvIjhVBUZwvLZDMP,0.575,0.0885,111.881,0.0573,0.604,0,0.459,215106,-4.858,0.183,Sad
2grjqo0Frpf2okIBiifQKs,0.832,0.269,125.926,0.0298,0.168,0.00131,0.697,215093,-7.264,0.979,Happy
2GuchYit1FmdtXTxl6SbUE,0.0214,0.0891,104.033,0.0384,0.99,0.902,0.323,191293,-30.328,0.0703,Calm
2GXOmuU3kApsq2TWqOU5Bm,0.979,0.38,124.066,0.101,0.0199,0.776,0.646,182671,-5.312,0.091,Happy
2h23bjG8B3bcD47HBu6bHG,0.88,0.0865,118.623,0.0406,0.199,0.0246,0.72,242706,-8.988,0.961,Happy
2H7PHVdQ3mXqEHXcvclTB0,0.73,0.0843,118.523,0.0767,0.137,0,0.866,379266,-8.201,0.625,Happy
2hEYslbdYWFSIA6JboUvnR,0.942,0.431,119.992,0.237,0.00039,6.36E-06,0.354,207987,-3.245,0.242,Energetic
2hNTfrAILBLesbPootV83e,0.844,0.0827,119.042,0.0374,0.395,0.933,0.64,352247,-8.412,0.364,Energetic
2iAq1y8jEVOQM6OA8L0XtO,0.712,0.294,78.114,0.0535,0.242,0.000414,0.319,266720,-9.742,0.773,Happy
2id8E4WvczfKHB4LHI7Np3,0.828,0.0868,111.353,0.0439,0.277,5.57E-06,0.59,329680,-6.28,0.636,Happy
2ihCaVdNZmnHZWt0fvAM7B,0.757,0.146,102.961,0.032,0.0206,0,0.457,266600,-5.177,0.417,Happy
2IJWmSFNRb2Ci8LB3wNbQV,0.804,0.0619,120.001,0.0612,3.79E-05,0.85,0.627,194000,-6.196,0.526,Energetic
2iL0W5qi0ivZ9WRXbZ74cS,0.733,0.17,119.933,0.0359,0.248,8.96E-06,0.66,217000,-4.619,0.304,Happy
2IO8CTPvNOr5FwM6j69CrA,0.373,0.0873,118.989,0.0695,0.0118,0.614,0.758,361307,-16.452,0.463,Energetic
2irbT1BSYaIEF44PlyKaoM,0.0156,0.0991,140.179,0.0397,0.994,0.881,0.377,186331,-28.435,0.0804,Calm
2IWZcXsFTM5E7Si9ZAnYuk,0.521,0.112,144.294,0.0335,0.457,0.694,0.344,491227,-8.552,0.116,Calm
2IXJyG1DX93g2EhFXghz37,0.00338,0.116,50.96,0.0493,0.909,0.89,0.303,102373,-30.932,0.347,Calm
2iyriVrfEXWD7YRfPqub7l,0.956,0.143,173.325,0.0739,0.000135,0.00165,0.343,199493,-5.073,0.553,Energetic
2jdeYpaoWR0VMIyKrgQMQE,0.014,0.0925,69.012,0.0418,0.992,0.923,0.187,177077,-29.31,0.144,Calm
2Jdyt9OxI3CEA50ZwSpm22,0.0717,0.0696,72.244,0.0429,0.975,0.948,0.195,93333,-26.142,0.0358,Calm
2jpL7mFOMzRnbaSj790BfQ,0.253,0.108,115.848,0.033,0.771,0.922,0.545,222000,-17.953,0.0529,Calm
2jxfHzOYVLmGKejNRHvqoc,0.948,0.683,128.029,0.0898,0.0198,0.000123,0.576,197183,-4.251,0.193,Happy
2K1OMOjqHBoJf3NT4J6meQ,0.352,0.126,146.718,0.0403,0.812,0.0564,0.588,224727,-9.624,0.655,Sad
2k9N4caeCIJLOWwWwssrEM,0.256,0.144,118.902,0.0481,0.491,0.00612,0.772,210240,-8.545,0.357,Sad
2kiJ5lZQZusgWwpqA7z2i1,0.923,0.149,96.043,0.0691,0.00892,0,0.613,166920,-5.234,0.669,Happy
2KK7OUblFkd7TT9TjWgW7z,0.251,0.122,95.705,0.0295,0.314,6.05E-06,0.276,365928,-9.078,0.18,Sad
2KSCegx6TosQQEgmhJKNQa,0.289,0.0865,146.352,0.0258,0.689,0.000535,0.471,254886,-9.784,0.225,Sad
2L93hpsnJ8scBHIQFZzh1b,0.823,0.303,133.954,0.0424,0.0234,0.000916,0.506,212238,-5.272,0.405,Happy
2lJa0SY7vZpvJ7QDFanOuZ,0.871,0.173,118.938,0.0357,0.186,0.0282,0.696,310226,-6.482,0.8,Sad
2lO774u95zrlPunRBDtyRA,0.613,0.0809,122.002,0.133,0.1,0.665,0.841,248862,-8.231,0.479,Energetic
